username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
markbarnes19,1/17/2013,0,0,New tech stuff: Where can kids go on #Optout of #StandardizedTests days? http://ow.ly/2ukjy7,,,#Optout #StandardizedTests,2.92E+17,https://twitter.com/markbarnes19/status/292071426326921216,,
Presstitution,1/17/2013,0,0,The Seventh piece of #optout propaganda the hits just keep coming ... - div { margin-top: 1em; } ]]&gt; http://j.mp/TKGGof,,,#optout,2.92E+17,https://twitter.com/Presstitution/status/292071089834692608,,
welearnmore,1/17/2013,0,0,#education Where can kids go on #Optout of #StandardizedTests days? http://ow.ly/2ukrNf,,,#education #Optout #StandardizedTests,2.92E+17,https://twitter.com/welearnmore/status/292067614841249792,,
IP4PI,1/17/2013,0,0,First #healthinsurance & #government controlled your #patients. Then they controlled your pay. Now they control your #patient #care. #optout,,,#healthinsurance #government #patients #patient #care #optout,2.92E+17,https://twitter.com/IP4PI/status/292058414970961920,,
ndz_,1/17/2013,0,0,@adamcurry Skipped ahead of about 50 slaves by going priority line with my SWA ticket. Thanks for the tip. #OptOut,,@adamcurry,#OptOut,2.92E+17,https://twitter.com/ndz_/status/292039366501625857,,
chrisckmedia,1/17/2013,0,0,@thisisjoeob cheeky! #optout #optout #cut,,@thisisjoeob,#optout #optout #cut,2.92E+17,https://twitter.com/chrisckmedia/status/292036751449538562,,
knightofgood,1/17/2013,0,0,STILL no national letter from Weingarten urging teachers to opt out of excessive testing -know why? She supports common core massive testing,,,,2.92E+17,https://twitter.com/knightofgood/status/292034433425473537,,
lyndseyakramer,1/17/2013,0,0,I'll be there! RT @SBACIL: Head 2 @RedViolet1 tonight for #SBAC Young Prof. #HappyHour! #networking http://ow.ly/gUt5U #smallbiz,,@SBACIL @RedViolet1,#SBAC #HappyHour #networking #smallbiz,2.92E+17,https://twitter.com/lyndseyakramer/status/292032802017386497,,
DTCchicago,1/17/2013,0,0,RT @SBACIL: Head 2 @RedViolet1 tonight for #SBAC Young Prof. #HappyHour! #networking http://ow.ly/gUt5U #smallbiz <watch 4 @lyndseyakramer,,@SBACIL @RedViolet1 @lyndseyakramer,#SBAC #HappyHour #networking #smallbiz,2.92E+17,https://twitter.com/DTCchicago/status/292031083606835200,,
SBACIL,1/17/2013,0,0,Head out to Red Violet tonight for the #SBAC Young Professionals #HappyHour! #networking http://ow.ly/gUt5U #smallbiz,,,#SBAC #HappyHour #networking #smallbiz,2.92E+17,https://twitter.com/SBACIL/status/292030575005548545,,
SBACIL,1/17/2013,0,0,@ebizuniverse You are what makes the #SBAC so great! Thank you!,,@ebizuniverse,#SBAC,2.92E+17,https://twitter.com/SBACIL/status/292029929401495552,,
waynegersen,1/17/2013,0,0,Opting Out of Tests http://wp.me/p25b7q-oW  via @wordpressdotcom Parents' frustration regarding the over-emphasis on testing = rebelliousness,,@wordpressdotcom,,2.92E+17,https://twitter.com/waynegersen/status/292029296569106433,,
Alden_Gonzalez,1/17/2013,5,0,Doesn't mean he isn't playing per se. Final rosters due 2/20 & Pujols could be opting to test knee in Spring Training b4 committing. (2/3),,,,2.92E+17,https://twitter.com/Alden_Gonzalez/status/292019769551495168,,
newsweeds,1/17/2013,0,0,County to review Marin smart meter ban - Marin Independent-Journal http://bit.ly/UTki9w #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/292005354542350338,,
ZywickiR,1/17/2013,0,0,Must read letter from NJ Superintendent on #EE4NJ #PARCC #CCSS http://www.washingtonpost.com/blogs/answer-sheet/wp/2013/01/17/superintendent-reforms-could-wreak-havoc-on-great-schools/ … #ascdl2l @njpsa #NJED @ASCD #edchat #edreform #satchat,,@njpsa @ASCD,#EE4NJ #PARCC #CCSS #ascdl2l #NJED #edchat #edreform #satchat,2.92E+17,https://twitter.com/ZywickiR/status/292000029428830208,,
MambogoJr,1/17/2013,0,0,@ArapRonoh Laikipia Air Base most probably but the testing was done in NEP en led to disqualification of the #Ka50 Kamov opting for #mi28N,,@ArapRonoh,#Ka50 #mi28N,2.92E+17,https://twitter.com/MambogoJr/status/291999687504953344,,
sara_wickham,1/17/2013,1,0,"Tell students the main idea of a text first. Then ask students to supply text evidence that proves that is or isn't the main idea."" #SBAC""",,,#SBAC,2.92E+17,https://twitter.com/sara_wickham/status/291995763079258112,,
MsEstep,1/17/2013,0,0,Where can kids go on #Optout of #StandardizedTests days? http://zite.to/W9gOA4  via @zite,,@zite,#Optout #StandardizedTests,2.92E+17,https://twitter.com/MsEstep/status/291994096086700033,,
sxyhollywood,1/17/2013,0,0,My whole #body is fuccin killin me ;( i so #OptOut for this... #Deaths & #Pain.. I need a friggin break..,,,#body #OptOut #Deaths #Pain,2.92E+17,https://twitter.com/sxyhollywood/status/291989983978479616,,
jillwatkins1010,1/17/2013,1,0,Resource: November Learning has articles and podcasts to inspire learning. #smarterbalanced #SBAC http://novemberlearning.com/resources/,,,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/jillwatkins1010/status/291980805037764608,,
elearnnet,1/17/2013,0,0,#edu #education Where can kids go on #Optout of #StandardizedTests days? http://ht.ly/2ujYfy,,,#edu #education #Optout #StandardizedTests,2.92E+17,https://twitter.com/elearnnet/status/291978648079196160,,
Dave_Saba,1/17/2013,0,0,Indiana should stay in #PARCC & #CommonCore http://bit.ly/10hmcrr  Testimony for Indiana Senate.,,,#PARCC #CommonCore,2.92E+17,https://twitter.com/Dave_Saba/status/291969307842338818,,
Janet_Hale,1/17/2013,0,0,#parcc #sbac Common Assessments Hold Promise Face Challenges CRESST Study Finds Curriculum Matters Ed Wk http://bit.ly/10hi22O  via @Diigo,,@Diigo,#parcc #sbac,2.92E+17,https://twitter.com/Janet_Hale/status/291963832430116866,,
eBizUniverse,1/17/2013,0,0,@SBACIL Thanks for the follow. We love being a member of #SBAC. Great #organization that helps businesses.,,@SBACIL,#SBAC #organization,2.92E+17,https://twitter.com/eBizUniverse/status/291958499649396736,,
jillwatkins1010,1/17/2013,0,0,"Learn more about the adolescent brain. Read Magic Trees of the Mind"" by Marian Diamond. #smarterbalanced #SBAC""",,,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/jillwatkins1010/status/291952866632028161,,
kcpalmers,1/17/2013,1,0,Learning something new- 3 Days in 3 Ways #brainresearch #smarterbalanced #SBAC,,,#brainresearch #smarterbalanced #SBAC,2.92E+17,https://twitter.com/kcpalmers/status/291948939249332225,,
newsweeds,1/17/2013,0,0,Stimulus project wastes about $1B in TN - http://Watchdog.org  http://bit.ly/S8MMzb #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/291943510238715905,,
Presstitution,1/17/2013,0,0,The Seventh piece of #optout propaganda the hits just keep coming ... - div { margin-top: 1em; } ]]&gt; http://j.mp/TKGGof,,,#optout,2.92E+17,https://twitter.com/Presstitution/status/291941797100404736,,
drmmtatom,1/17/2013,0,0,Where can kids go on #Optout of #StandardizedTests days? http://flip.it/Ma5m9 #fhuedu610 #fhuedu508,,,#Optout #StandardizedTests #fhuedu610 #fhuedu508,2.92E+17,https://twitter.com/drmmtatom/status/291937707612053505,,
chrischampion,1/17/2013,1,0,Someone asked for this: Do not judge do not condemn: opting your children out from testing http://www.huffingtonpost.com/timothy-d-slekar/do-not-judge-do-not-conde_b_828770.html …,,,,2.92E+17,https://twitter.com/chrischampion/status/291933498632200192,,
kcpalmers,1/17/2013,1,0,@kpalmerLC Those who do the thinking are the ones doing the learning. #smarterbalanced #SBAC,,@kpalmerLC,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/kcpalmers/status/291932436101738496,,
kcpalmers,1/17/2013,0,0,Retention - If kids are growing the dendrites they store the information. Not about coverage of material. #smarterbalanced #SBAC,,,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/kcpalmers/status/291932161882329088,,
renathunderhawk,1/17/2013,0,0,We have incredible opportunities to be brain sculptors. Build dendrites-muscle memory. #lpspd #SBAC #smarterbalanced,,,#lpspd #SBAC #smarterbalanced,2.92E+17,https://twitter.com/renathunderhawk/status/291931201437057025,,
kcpalmers,1/17/2013,0,0,Body Memory - You store more memory in your muscle than you do in your brain. We learn best through movement. #smarterbalanced #SBAC,,,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/kcpalmers/status/291930337464950785,,
BirdFactsReal,1/17/2013,1,1,". @JohnnyMac_REAL @TrueBirdFacts due to cultural advantages inherent to standardized testing we opt out of recognizing a smartest"" bird.""",,@JohnnyMac_REAL @TrueBirdFacts,,2.92E+17,https://twitter.com/BirdFactsReal/status/291929823885000704,,
kcpalmers,1/17/2013,0,0,Frontal lobe (Brain) - We don't give permission to be unorganized but strategies to be organized. #smarterbalanced #SBAC #brainresearch,,,#smarterbalanced #SBAC #brainresearch,2.92E+17,https://twitter.com/kcpalmers/status/291928813821128704,,
MrLogue,1/17/2013,0,0,Thoughts on PARCC's draft of accommodations? http://goo.gl/zkLSp #CCSS #PARCC,,,#CCSS #PARCC,2.92E+17,https://twitter.com/MrLogue/status/291927420402012160,,
jillwatkins1010,1/17/2013,1,0,Have you heard of Wolfram Alpha? Four ways to solve every math problem. How will this change how you teach? #smarterbalanced #SBAC,,,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/jillwatkins1010/status/291922376621449216,,
renathunderhawk,1/17/2013,0,0,School is about students. It will take time for change to feel comfortable. #lpspd #smarterbalanced #SBAC,,,#lpspd #smarterbalanced #SBAC,2.92E+17,https://twitter.com/renathunderhawk/status/291922087902343171,,
jillwatkins1010,1/17/2013,0,0,Super excited about #smarterbalanced today! #GKCPD #SBAC,,,#smarterbalanced #GKCPD #SBAC,2.92E+17,https://twitter.com/jillwatkins1010/status/291920693703098368,,
kcpalmers,1/17/2013,1,0,"Yesterday's learning were taught learn to do"". Today's learners ""do to learn"". #smarterbalanced #SBAC""",,,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/kcpalmers/status/291920595988389889,,
jillwatkins1010,1/17/2013,0,0,"Today's students do"" to learn--not ""learn"" to do! Check out the book i-Brain! #smarterbalanced #SBAC""",,,#smarterbalanced #SBAC,2.92E+17,https://twitter.com/jillwatkins1010/status/291920425280237568,,
educatoral,1/17/2013,2,0,Where can kids go on #Optout of #StandardizedTests days? http://j.mp/Wacodl @innovativeedu,,@innovativeedu,#Optout #StandardizedTests,2.92E+17,https://twitter.com/educatoral/status/291918176873218048,,
sash3030,1/17/2013,0,0,RT @AnnenbergCGCS: Ahead of #GraphSearch launch #Facebook removed the ability to #optout of search results - Quartz http://qz.com/44261/ahead-of-graph-search-launch-facebook-removed-the-ability-to-opt-out-of-search-results/ …,,@AnnenbergCGCS,#GraphSearch #Facebook #optout,2.92E+17,https://twitter.com/sash3030/status/291911274864967680,,
AnnenbergCARGC,1/17/2013,0,0,Ahead of #GraphSearch launch #Facebook removed the ability to #optout of search results - Quartz http://qz.com/44261/ahead-of-graph-search-launch-facebook-removed-the-ability-to-opt-out-of-search-results/ …,,,#GraphSearch #Facebook #optout,2.92E+17,https://twitter.com/AnnenbergCARGC/status/291907041939824640,,
TutorService,1/17/2013,0,0,Where can kids go on #Optout of #StandardizedTests days?: More and more parents are speaking out and standing up... http://bit.ly/10ge76o,,,#Optout #StandardizedTests,2.92E+17,https://twitter.com/TutorService/status/291899727975444480,,
jregueiro,1/17/2013,0,1,The Innovative Educator: Where can kids go on #Optout of #StandardizedTests... http://theinnovativeeducator.blogspot.com/2013/01/where-can-kids-go-on-optout-of.html?spref=tw …,,,#Optout #StandardizedTests,2.92E+17,https://twitter.com/jregueiro/status/291894140382355456,,
SBACIL,1/17/2013,0,0,What ACA tax credits are available to your #smallbiz? Find out 1/29 at #SBAC #Education Event http://ow.ly/gqfd8 #healthcare,,,#smallbiz #SBAC #Education #healthcare,2.92E+17,https://twitter.com/SBACIL/status/291892827330338816,,
InnovativeEdu,1/17/2013,1,0,Where can kids go on #Optout of #StandardizedTests days? http://shrd.by/hGbDAG,,,#Optout #StandardizedTests,2.92E+17,https://twitter.com/InnovativeEdu/status/291892139586093057,,
anderscj2,1/17/2013,0,0,New Post: Where can kids go on #Optout of #StandardizedTests days?: More and more parents are ... http://bit.ly/10ge76o  by @InnovativeEdu,,@InnovativeEdu,#Optout #StandardizedTests,2.92E+17,https://twitter.com/anderscj2/status/291891033405526017,,
gilmorekendra,1/17/2013,0,0,Where can kids go on #Optout of #StandardizedTests days? http://bit.ly/10ge76o  Via @InnovativeEdu,,@InnovativeEdu,#Optout #StandardizedTests,2.92E+17,https://twitter.com/gilmorekendra/status/291891031367106560,,
piensl,1/17/2013,0,0,Where can kids go on #Optout of #StandardizedTests days?: More and more parents are speaking out and standing up... http://bit.ly/10ge7Dh,,,#Optout #StandardizedTests,2.92E+17,https://twitter.com/piensl/status/291891029626470400,,
anderscj2,1/17/2013,0,0,New Post: Where can kids go on #Optout of #StandardizedTests days?: More and more parents are speaking out and s... http://bit.ly/10ge76o,,,#Optout #StandardizedTests,2.92E+17,https://twitter.com/anderscj2/status/291891012694056960,,
bendebittim,1/17/2013,0,0,Askm yne de test yapiim ddm icmz rht etsn ugrsmylm snra dktr fln cisimi yptm beklyrm habr verirm mrk etme opt :),,,,2.92E+17,https://twitter.com/bendebittim/status/291882102457241601,,
allanesposo,1/17/2013,0,0,Canon Powershot SX30 IS Full Zoom (Optical PLUS Digital – 140X Zoom) Test in New York: Test of full range of opt... http://bit.ly/13HcH3x,,,,2.92E+17,https://twitter.com/allanesposo/status/291881952129212416,,
ainekerrigan,1/17/2013,0,0,@gillianfoley @ruthjac02 #optout :D,,@gillianfoley @ruthjac02,#optout,2.92E+17,https://twitter.com/ainekerrigan/status/291877613331419136,,
uohzgnim,1/17/2013,0,0,Irresponsible selfish. Should have opt for you not taking the test. Fucker.,,,,2.92E+17,https://twitter.com/uohzgnim/status/291859421594791936,,
newsweeds,1/17/2013,0,0,Installed Base of Smart Meters in China to Reach Nearly 380 Million by 2020 ... - Market http://bit.ly/VLRbsR #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/291845569519947776,,
newsweeds,1/17/2013,0,0,Echelon ELO announce Eletrobras advanced sensor and smart meter project in ... - PennEn http://bit.ly/VLRcge #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/291845567267610624,,
DarrenYuda,1/17/2013,0,0,@Chiacolate thanks ah I can opt to go airforce also. I wrote in the other day now they SMS me to assign me for compass test.,,@Chiacolate,,2.92E+17,https://twitter.com/DarrenYuda/status/291839186410037249,,
newsweeds,1/16/2013,0,0,Pike Research: Installed Base of Smart Meters in China to Reach Nearly 380 ... - Electri http://bit.ly/XfRBUK #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/291764976656474112,,
SOSOregon,1/16/2013,2,1,Free webinar on high stakes testing and opting out by @ParentsAcrossAm on 1/27/13! http://www.eventbrite.com/event/5227423364/efblike# … #SOSchat #edchat #Oregon,,@ParentsAcrossAm,# #SOSchat #edchat #Oregon,2.92E+17,https://twitter.com/SOSOregon/status/291759120820871169,,
DouglassDPT,1/16/2013,0,0,@PhysicalTherapy You are right on regulation but wrong on solution seniors without PT hurts both seniors and PT #optout #poweroftheand,,@PhysicalTherapy,#optout #poweroftheand,2.92E+17,https://twitter.com/DouglassDPT/status/291758580439347200,,
DCKyriacou,1/16/2013,0,0,Updated PARCC information. #ccss #commoncore #parcc #edchat #njed #edadmin http://campaign.r20.constantcontact.com/render?llr=jwhncwbab&v=001pE0m5RXC_64R2eur7a_xRdbZfBCbOXWWYFfk-dtKnixEGVzgEj1t4RO7UmEUpnAnIbJ3Pylc9b-C5X1ftnhHbStCV5Sp7fAlzWc2kODDophWDrqDm9gWYrM6Acg0-AeuRTYonQFJ-YM9P7kYR12A-qvLSSevcb4Z32xas1pAS2AlCgiGrt7Tn6u68lnChv7aCr_aDq5B481LZKsfZ7bCS2oA6i-XtDqghh3SqVitsJXqsrvuA-UjvMN1AtvOoz4CyCd3kmS3NBqMxEiC8D82UomPPsJOpi5bZh-fTNKEn83SwCPhTVSl85PdrB6oJ5cFj1EntJ0pnKZI2qdCeQ6PfL9QdRGKClJW2lkmJormt7V5i-fFhsOMgUMvCd90PYck …,,,#ccss #commoncore #parcc #edchat #njed #edadmin,2.92E+17,https://twitter.com/DCKyriacou/status/291756674459529216,,
newsweeds,1/16/2013,0,0,Echelon ELO deploy 3400 smart meters in Brazil smart grid project - Electric Light & Po http://bit.ly/W8GjCv #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/291743686340001793,,
GreenWorks_YVR,1/16/2013,0,0,It's that time of year! Opt out if it's not too late for this year to save paper! http://bit.ly/YPGOptOut  via #yellowpages #optout,,,#yellowpages #optout,2.92E+17,https://twitter.com/GreenWorks_YVR/status/291693536842227713,,
newsweeds,1/16/2013,0,0,Atmel Joins Wasion for Smart Meters - Analyst Blog - NASDAQ http://bit.ly/W84Bwp #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/291687843200372737,,
BobbyDeepak1,1/16/2013,1,0,RT @HQPrinceGeorge: #PrinceGeorge parent frustrated child can't opt out of #FSA test http://bit.ly/13BRd9e #bcpoli,,@HQPrinceGeorge,#PrinceGeorge #FSA #bcpoli,2.92E+17,https://twitter.com/BobbyDeepak1/status/291682782470602752,,
